Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.3833,2.8525,8.8378,TA,02_03_05_08_,the man walked in the middle of the road,,10
,,,,,,they are men who walk the middle of the road,,
2,2.8219,3.3267,9.3503,TA,01_02_05_07_,the empty flask stood on the ?,,8
,,,,,,the empty flask stood on the tin tray,,
3,2.6653,3.5792,11.2664,TA,03_04_05_08_,i am the best ? in the class,,8
,,,,,,bring your best compass to the third class,,
4,2.4944,4.8969,8.4805,TA,01_04_05_08_,??? the road weekly,,8
,,,,,,jerk the rope and the bell rings weakly,,
5,1.7373,2.4562,6.88,TA,01_02_04_07_,never once will you forget it,,8
,,,,,,write at once or you may forget it,,
6,2.2309,3.1595,8.4231,AW,01_04_06_08_,we ? out loud for pleasure,,6
,,,,,,read verse out loud for pleasure,,
7,1.982,2.777,7.1287,TA,01_02_04_05_,her ? poodle had ?,,5
,,,,,,pure bred poodles have curls,,
8,2.3525,2.7967,7.623,AW,02_04_05_06_,she ordered peach pie with ice cream,,7
,,,,,,he ordered peach pie with ice cream,,
9,2.1937,3.0209,8.8444,TA,01_02_03_07_,he just claimed the ?,,7
,,,,,,the just claim got the right verdict,,
10,2.338,3.0342,6.9459,AW,01_02_04_08_,four hours of steady work ?,,7
,,,,,,four hours of steady work faced us,,
11,2.6484,3.3732,8.0767,TA,01_02_05_08_,a speedy man can beat this track mark,,8
,,,,,,a speedy man can beat this track mark,,
12,2.5416,3.3004,10.2782,TA,02_03_05_06_,at the store they ? to the last cent,,8
,,,,,,add the store's account to the last cent,,
13,1.9007,2.5897,8.5651,TA,02_05_06_08_,where were they when the noise started,,7
,,,,,,where were they when the noise started,,
14,2.3106,2.9478,8.7978,TA,02_03_04_07_,to make the rice you need water,,7
,,,,,,to make pure ice you freeze water,,
15,2.7817,4.7685,10.8881,AW,02_06_07_08_,a ? is a tool used making ?,,9
,,,,,,a saw is a tool used for making boards,,
16,2.6253,3.2243,9.2636,TA,01_02_04_06_,the treetop ? in a graceful way,,8
,,,,,,the tree top waved in a graceful way,,
17,2.2785,2.925,6.3647,AW,03_04_06_08_,the tiny girl took off her hat,,7
