Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.3833,4.6008,15.1684,TA,04_05_07_10_11_16_19_,The man walked in the middle of the road.,,10
,,,,,,They are men who walk the middle of the road,,
2,2.4626,6.6463,16.4859,AW,04_06_07_11_13_17_20_,The ash stood on the tin tray.,,8
,,,,,,The empty flask stood on the tin tray,,
3,2.4818,9.0061,20.7178,AW,03_07_13_14_16_19_20_,We requested to be in third class.,,8
,,,,,,Bring your best compass to the third class,,
4,2.4944,9.1662,17.7979,TA,01_06_12_13_14_16_18_,Weekly,,8
,,,,,,Jerk the rope and the bell rings weakly,,
5,1.7373,8.2464,28.4858,TA,02_04_08_10_15_19_20_,Once and you'll never forget it.,,8
,,,,,,Write at once or you may forget it,,
6,2.2309,9.7185,27.998,AW,02_08_11_14_16_18_19_,We...for pleasure.,,6
,,,,,,Read verse out loud for pleasure,,
7,2.0152,9.8863,13.71,AW,01_02_09_13_14_15_18_,?,,5
,,,,,,Pure bred poodles have curls,,
8,2.5146,6.7207,16.1842,TA,01_09_10_12_13_15_18_,...half of the group.,,8
,,,,,,Women form less than half of the group,,
9,2.1886,6.5234,43.9625,AW,02_03_05_08_10_18_19_,I just cleared up the right verdict.,,7
,,,,,,The just claim got the right verdict,,
10,2.198,4.4967,13.6005,TA,03_04_07_10_12_14_18_,Takes these shares as a fair profit.,,7
,,,,,,Take two shares as a fair profit,,
11,2.6526,8.4322,27.6485,TA,06_07_09_11_16_19_20_,Smelled of old cleaner.,,7
,,,,,,The stale smell of old beer lingers,,
12,2.4345,5.0469,18.9916,TA,08_10_14_15_17_19_20_,He asked an old person to vouch for him.,,8
,,,,,,He asks no person to vouch for him,,
13,2.4646,9.9875,29.1468,TA,01_02_03_07_10_12_14_,Pour...the pot into the plate.,,9
,,,,,,Pour the stew from the pot into the plate,,
14,2.3106,7.9763,11.2001,TA,04_06_08_13_15_16_18_,?,,7
,,,,,,To make pure ice you freeze water,,
15,2.7817,8.1309,32.7463,AW,02_06_10_15_16_18_20_,The saw...hurts.,,9
,,,,,,A saw is a tool used for making boards,,
16,2.3827,8.2082,27.6316,AW,01_03_07_12_15_19_20_,The girl waved in a graceful way.,,8
,,,,,,The tree top waved in a graceful way,,
17,2.2785,5.1164,12.5482,AW,01_05_07_12_13_14_17_,The girl took off her hat.,,7
,,,,,,The tiny girl took off her hat,,
18,2.4364,8.6109,22.6344,AW,03_06_08_09_12_17_19_,The thistles burned in the high wind.,,7
,,,,,,These thistles bend in a high wind,,
19,2.2716,7.5493,17.301,AW,02_05_07_12_15_16_18_,Take a coat before you go out.,,7
,,,,,,Mend the coat before you go out,,
20,2.4984,9.7827,20.4383,AW,02_06_07_10_17_18_19_,A salted pickle is fine with him.,,7
,,,,,,A salt pickle tastes fine with ham,,
21,2.1941,3.4104,18.5779,TA,02_04_07_08_10_12_14_,Write fast if you want to finish early.,,8
,,,,,,Write fast if you want to finish early,,
22,2.6969,10.4719,28.8314,AW,01_06_07_08_10_14_18_,I'm buying seventy books at once.,,9
,,,,,,The rope will bind the seven books at once,,
23,2.4191,3.6023,12.2341,TA,03_04_05_09_11_13_20_,The sun came up to light the eastern sky.,,9
,,,,,,The sun came up to light the eastern sky,,
24,2.9637,9.3429,29.6782,TA,01_04_10_11_14_17_18_,The...fear...to the axe.,,11
,,,,,,The barrel of beer was a brew of malt and hops,,
25,2.8178,3.9807,18.2843,AW,03_04_06_10_11_15_17_,The wrist was badly sprained and hung limp.,,8
,,,,,,The wrist was badly strained and hung limp,,
26,2.9077,7.0806,19.9202,AW,01_03_04_05_10_12_17_,...sew the button on the vest.,,10
,,,,,,Press the pants and sew a button on the vest,,
27,2.781,4.6054,14.6852,AW,02_05_09_10_14_17_20_,Wood is best for making toys and blocks.,,8
,,,,,,Wood is best for making toys and blocks,,
28,1.7564,3.4829,13.2666,TA,01_04_08_09_10_13_16_,Barbed wire should be kept covered.,,6
,,,,,,Live wires should be kept covered,,
29,2.7884,9.5283,16.8641,AW,02_03_09_11_12_15_20_,The fox got into the garbage.,,8
,,,,,,The hogs were fed chopped corn and garbage,,
30,2.5872,3.9698,13.5376,TA,04_07_10_11_15_16_20_,The lamp shone with a steady green flame.,,8
,,,,,,The lamp shone with a steady green flame,,
31,2.6627,4.3087,17.1322,AW,01_02_05_08_09_15_18_,We tried to appease the queen but failed.,,8
,,,,,,We tried to replace the coin but failed,,
32,2.6332,7.9285,25.4241,AW,01_03_04_10_11_16_19_,The urge to resist is rare.,,8
,,,,,,The urge to write short stories is rare,,
33,2.55,7.6907,13.6743,AW,04_05_06_08_09_16_20_,...the full week.,,7
,,,,,,Sickness kept him home the third week,,
34,3.0185,5.392,22.0544,TA,02_03_06_11_12_14_15_,The trudge of feet in the snow was the only sound.,,11
,,,,,,The crunch of feet in the snow was the only sound,,
35,2.7471,6.6132,18.4208,TA,02_03_08_09_12_15_18_,The fire gives us warmth and comfort.,,9
,,,,,,Let it burn it gives us warmth and comfort,,
36,2.3686,5.2442,20.3956,AW,02_06_09_12_16_18_20_,The duck calls from the edge of the water.,,9
,,,,,,The dune rose from the edge of the water,,
37,2.0788,6.6979,17.6174,AW,04_08_10_11_14_16_20_,There the floodmark is ten inches.,,7
,,,,,,There the flood mark is ten inches,,
38,1.5228,10.3357,17.488,TA,02_06_11_13_14_16_20_,A bat is a wooden stick.,,6
,,,,,,Do that with a wooden stick,,
39,2.3065,6.4254,11.7612,AW,05_06_07_08_16_17_18_,...to the waist.,,7
,,,,,,Eight miles of woodland burned to waste,,
40,2.4945,9.3006,22.8601,TA,03_12_13_15_16_17_18_,...drink naked.,,9
,,,,,,Coax a young calf to drink from a bucket,,
41,2.4593,4.2548,16.8384,AW,02_04_09_10_13_15_17_,The girl at the fair saw fifty balloons.,,8
,,,,,,The girl at the booth sold fifty bonds,,
42,2.7565,6.5788,10.5694,AW,01_03_04_08_13_15_18_,?,,9
,,,,,,A yacht slid around the point into the bay,,
43,2.5851,5.3631,21.1626,AW,04_05_06_09_15_16_20_,The blade was sharp and cut the clear water.,,9
,,,,,,The fin was sharp and cut the clear water,,
44,2.3468,9.5035,15.1593,AW,04_09_11_12_14_15_20_,...fence...again.,,7
,,,,,,Hop over the fence and plunge in,,
45,2.5535,6.2484,28.6639,AW,01_02_04_07_09_11_15_,The clock struck...,,8
,,,,,,The clock struck to mark the third period,,
46,2.8474,7.6523,33.2996,TA,02_06_07_11_14_16_17_,The electric storm reached its peak Tuesday.,,8
,,,,,,The rush for funds reached its peak Tuesday,,
47,1.9897,3.3924,15.504,AW,03_10_12_13_14_15_19_,They could laugh although they were sad.,,7
,,,,,,They could laugh although they were sad,,
48,2.59,6.3213,17.2889,TA,02_04_05_06_08_17_19_,The beach was dry and shallow at low tide.,,9
,,,,,,The beach is dry and shallow at low tide,,
49,2.2076,6.4199,12.1558,AW,01_02_03_05_07_16_19_,?,,8
,,,,,,Add the column and put the sum here,,
50,2.9201,12.2219,28.0933,TA,02_05_06_14_15_17_19_,The king was playing fat and useless.,,10
,,,,,,The tube was blown and the tire flat and useless,,
51,2.1981,3.4222,12.9097,TA,02_06_08_13_14_17_20_,It takes a lot of help to finish these.,,9
,,,,,,It takes a lot of help to finish these,,
52,2.6425,6.3616,21.233,TA,03_10_13_16_17_19_20_,He took the lead and kept up the whole distance.,,10
,,,,,,He took the lead and kept it the whole distance,,
53,2.5327,7.0925,8.9414,AW,02_06_08_09_14_17_18_,?,,8
,,,,,,The lazy cow lay in the cool grass,,
54,2.3449,3.3854,12.2812,AW,03_04_05_09_11_14_16_,They frown when events take a bad turn.,,8
,,,,,,We frown when events take a bad turn,,
55,2.4287,3.1363,14.6879,TA,03_04_09_10_11_13_19_,Slide the box into that empty space.,,7
,,,,,,Slide the box into that empty space,,
56,2.2007,3.4791,12.7987,TA,01_07_10_13_15_16_18_,The junkyard had a moldy smell.,,7
,,,,,,The junk yard had a mouldy smell,,
57,1.7234,2.9818,13.5414,AW,02_05_11_15_16_17_18_,Ten pins were set in order.,,6
,,,,,,Ten pins were set in order,,
58,2.0435,8.4067,19.0701,AW,01_05_06_07_08_13_17_,...Helped us get back on our feet.,,8
,,,,,,Help the woman get back to her feet,,
59,3.0834,10.2589,15.651,AW,03_07_08_13_14_17_18_,...fast force.,,7
,,,,,,The Navy attacked the big task force,,
60,2.4818,10.6062,26.9976,TA,01_03_04_08_09_11_20_,The verve to win by any means.,,8
,,,,,,The fur of cats goes by many names,,
61,2.7775,5.1055,16.4902,TA,03_04_08_13_16_18_20_,The nozzel of the fire hose was bright bronze.,,9
,,,,,,The nozzle of the fire hose was bright brass,,
62,2.5962,4.2729,12.9764,AW,03_04_07_10_12_14_20_,The frosty air passed through the coat.,,7
,,,,,,The frosty air passed through the coat,,
63,2.4369,10.4522,14.316,AW,05_06_11_12_13_17_20_,?,,7
,,,,,,Oak is strong and also gives shade,,
64,2.3743,5.0124,27.0679,AW,01_04_05_08_10_15_18_,The mud room was wide and airy.,,8
,,,,,,The hat brim was wide and too droopy,,
65,2.3234,5.8284,20.0839,AW,05_06_07_10_16_18_20_,She went a long way to the hardware store.,,8
,,,,,,He ran half way to the hardware store,,
66,2.3725,9.0467,36.91,AW,03_06_08_11_13_14_19_,The waves playing on the sand.,,8
,,,,,,The two met while playing on the sand,,
67,2.0889,3.7877,11.7473,TA,01_08_09_11_13_17_19_,The purple car was ten years old.,,7
,,,,,,The purple tie was ten years old,,
68,2.138,9.352,18.5518,TA,02_03_08_10_12_15_20_,The map had an X that meant nothing.,,8
,,,,,,The map had an X that meant nothing,,
69,2.8811,5.0235,15.343,AW,03_08_12_13_15_18_20_,It caught its right paw in the rusty trap.,,9
,,,,,,It caught its hind paw in a rusty trap,,
70,2.4287,4.1583,13.4379,TA,01_10_11_13_14_17_19_,The last switch cannot be turned off.,,7
,,,,,,The last switch cannot be turned off,,
71,2.413,9.3228,22.4344,AW,01_04_13_16_17_18_19_,They couldn't be seen for fear of shooting.,,9
,,,,,,The wharf could be seen at the farther shore,,
72,2.3194,3.7276,11.3754,TA,01_02_04_09_12_14_19_,He wrote down a long list of items.,,8
,,,,,,He wrote down a long list of items,,
73,2.5541,6.552,27.9192,TA,01_08_11_13_14_15_16_,She play gently in a block form.,,7
,,,,,,Shape the clay gently into block form,,
74,2.8523,11.5844,38.0786,AW,03_04_06_07_13_15_18_,The ink stayed dry on the finished page.,,8
,,,,,,The ink stain dried on the finished page,,
75,2.1625,9.2703,20.726,TA,03_06_07_09_11_17_20_,He couldn't resist the dog down the street.,,8
,,,,,,The kitten chased the dog down the street,,
76,2.3219,6.8139,14.1255,TA,02_04_07_08_10_13_17_,The regular...case.,,8
,,,,,,Pack the records in a neat thin case,,
77,2.4273,14.3724,34.5959,TA,03_06_07_09_10_12_20_,The began as soon as we sat down.,,9
,,,,,,The play began as soon as we sat down,,
78,2.4902,10.638,16.5817,TA,03_05_06_12_13_14_18_,...courage.,,8
,,,,,,To reach the end he needs much courage,,
79,2.5199,10.8206,30.2199,TA,01_03_05_11_13_18_19_,Fixed those...costly.,,6
,,,,,,Fake stones shine but cost little,,
80,3.3284,9.5602,16.76,TA,01_05_06_07_10_16_18_,...And sometimes up.,,7
,,,,,,Men think and plan and sometimes act,,
