Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.3833,3.0297,10.9891,TA,04_05_07_10_11_16_19_,they walk in the middle of the road,,10
,,,,,,they are men who walk the middle of the road,,
2,2.4626,2.9175,8.9039,AW,04_06_07_11_13_17_20_,the empty flask stood on the tin tray,,8
,,,,,,the empty flask stood on the tin tray,,
3,2.4818,3.3525,11.2237,AW,03_07_13_14_16_19_20_,we must to class,,8
,,,,,,bring your best compass to the third class,,
4,2.4944,3.3551,14.8983,TA,01_06_12_13_14_16_18_,check that the bell rings weekly,,8
,,,,,,jerk the rope and the bell rings weakly,,
5,1.7373,5.6945,13.7897,TA,02_04_08_10_15_19_20_,read it once or you may forget it,,8
,,,,,,write at once or you may forget it,,
6,2.2309,2.9099,11.9508,AW,02_08_11_14_16_18_19_,we curse out loud for pleasure,,6
,,,,,,read verse out loud for pleasure,,
7,2.0152,2.9935,17.4568,AW,01_02_09_13_14_15_18_,your bread pudding's ,,5
,,,,,,pure bred poodles have curls,,
8,2.5146,4.0281,17.2031,TA,01_09_10_12_13_15_18_,we half of the group,,8
,,,,,,women form less than half of the group,,
9,2.1886,3.2625,20.3573,AW,02_03_05_08_10_18_19_,the judge calls at the right verdict,,7
,,,,,,the just claim got the right verdict,,
10,2.198,3.3302,10.7696,TA,03_04_07_10_12_14_18_,take your shares as a fair profit,,7
,,,,,,take two shares as a fair profit,,
11,2.6526,3.5377,16.7608,TA,06_07_09_11_16_19_20_,the steal of the lenders,,7
,,,,,,the stale smell of old beer lingers,,
12,2.4345,3.1153,12.3706,TA,08_10_14_15_17_19_20_,he asks no person to vouch for him,,8
,,,,,,he asks no person to vouch for him,,
13,2.4646,4.5418,17.1271,TA,01_02_03_07_10_12_14_,the pot into the plate,,9
,,,,,,pour the stew from the pot into the plate,,
14,2.3106,7.519,22.8138,TA,04_06_08_13_15_16_18_,your eyes if we won,,7
,,,,,,to make pure ice you freeze water,,
15,2.7817,4.3248,23.2914,AW,02_06_10_15_16_18_20_,we saw for making boards,,9
,,,,,,a saw is a tool used for making boards,,
16,2.3827,2.8229,9.7994,AW,01_03_07_12_15_19_20_,the treetop waved in a graceful way,,8
,,,,,,the tree top waved in a graceful way,,
17,2.2785,3.623,11.7665,AW,01_05_07_12_13_14_17_,the girl took off her hat,,7
,,,,,,the tiny girl took off her hat,,
18,2.4364,3.0581,19.7446,AW,03_06_08_09_12_17_19_,the missles bend in a high wind,,7
,,,,,,these thistles bend in a high wind,,
19,2.2716,2.7008,7.9716,AW,02_05_07_12_15_16_18_,mend the coat before you go out,,7
,,,,,,mend the coat before you go out,,
20,2.4984,4.1126,17.5756,AW,02_06_07_10_17_18_19_,a salt tastes fine with ,,7
,,,,,,a salt pickle tastes fine with ham,,
21,2.1941,3.2107,11.6101,TA,02_04_07_08_10_12_14_,think fast if you want to finish early,,8
,,,,,,write fast if you want to finish early,,
22,2.6969,4.3232,13.2423,AW,01_06_07_08_10_14_18_,the boy read seven books at once,,9
,,,,,,the rope will bind the seven books at once,,
23,2.4191,2.8151,8.2288,TA,03_04_05_09_11_13_20_,the sun came up to light the eastern sky,,9
,,,,,,the sun came up to light the eastern sky,,
24,2.9637,3.9589,21.1497,TA,01_04_10_11_14_17_18_,the beard was a ,,11
,,,,,,the barrel of beer was a brew of malt and hops,,
