Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.3833,3.7664,13.2943,TA,06_07_09_11_15_16_,walked inthe middle of the room,,10
,,,,,,They are men who walk the middle of the road,,
2,2.4626,4.2724,10.848,AW,01_05_06_10_11_12_,the young people....,,8
,,,,,,The empty flask stood on the tin tray,,
3,2.4818,7.8388,10.8617,AW,03_04_05_06_15_16_,?????,,8
,,,,,,Bring your best compass to the third class,,
4,2.4944,5.5122,10.68,TA,04_07_09_10_14_15_,road.... weekly,,8
,,,,,,Jerk the rope and the bell rings weakly,,
5,1.7373,4.4746,8.7223,TA,01_05_06_10_11_12_,will never get it,,8
,,,,,,Write at once or you may forget it,,
6,2.2309,5.6266,10.0664,AW,01_02_05_08_09_11_,for pleasure,,6
,,,,,,Read verse out loud for pleasure,,
7,2.0152,3.8431,12.0747,AW,01_05_08_09_10_13_,her.... have....,,5
,,,,,,Pure bred poodles have curls,,
8,2.5146,4.7454,8.9769,TA,03_06_10_11_14_15_,we....tonight,,8
,,,,,,Women form less than half of the group,,
9,2.1886,4.6084,13.144,AW,01_02_10_11_12_15_,he just claimed a....verdict,,7
,,,,,,The just claim got the right verdict,,
10,2.198,3.5967,8.6522,TA,02_04_10_11_12_14_,take two shares of the ....,,7
,,,,,,Take two shares as a fair profit,,
11,2.6526,5.6245,10.9282,TA,03_04_05_10_13_15_,the....,,7
,,,,,,The stale smell of old beer lingers,,
12,2.4345,3.5296,10.3374,TA,01_05_06_10_12_13_,he had no person to vouch for him,,8
,,,,,,He asks no person to vouch for him,,
13,2.4646,4.2687,11.2043,TA,03_06_09_12_14_15_,pour the stew from the pot to the plate,,9
,,,,,,Pour the stew from the pot into the plate,,
14,2.3106,4.2482,12.8878,TA,02_03_09_12_15_16_,to make....you freeze water,,7
,,,,,,To make pure ice you freeze water,,
15,2.7817,4.3674,12.4715,AW,01_03_05_10_13_16_,the .... is two years from making ....,,9
,,,,,,A saw is a tool used for making boards,,
16,2.3827,4.9053,8.0411,AW,01_02_03_05_06_16_,???????,,8
,,,,,,The tree top waved in a graceful way,,
17,2.2785,4.1187,16.5519,AW,01_03_13_14_15_16_,the....to the...,,7
,,,,,,The tiny girl took off her hat,,
18,2.4364,6.2626,10.8144,AW,05_06_08_09_14_15_,...to the high winds,,7
,,,,,,These thistles bend in a high wind,,
19,2.2716,3.5184,11.7349,AW,03_06_09_12_14_15_,feed the ....before you go out,,7
,,,,,,Mend the coat before you go out,,
20,2.4984,3.8329,13.3603,AW,04_09_10_11_15_16_,people taste....,,7
,,,,,,A salt pickle tastes fine with ham,,
21,2.1941,5.3908,10.391,TA,01_02_06_13_14_15_,if you want to finish early,,8
,,,,,,Write fast if you want to finish early,,
22,2.6969,4.625,10.0009,AW,04_08_09_10_11_13_,he .... the wine....,,9
,,,,,,The rope will bind the seven books at once,,
23,2.4191,3.5411,10.4608,TA,02_04_07_08_10_16_,the sun came up to light the eastern sky,,9
,,,,,,The sun came up to light the eastern sky,,
24,2.9637,4.2754,9.739,TA,03_04_09_10_12_13_,he.... a beer......,,11
,,,,,,The barrel of beer was a brew of malt and hops,,
25,2.8178,3.6968,10.8244,AW,02_05_10_12_13_16_,the wrist was badly strained and .....,,8
,,,,,,The wrist was badly strained and hung limp,,
26,2.9077,4.6411,16.1846,AW,04_06_08_10_13_14_,press the ....and feel a button on the left,,10
,,,,,,Press the pants and sew a button on the vest,,
27,2.781,4.2497,9.1853,AW,04_05_07_12_13_14_,for making toys and ....,,8
,,,,,,Wood is best for making toys and blocks,,
28,1.7564,5.0882,10.6558,TA,04_07_08_11_13_16_,should be ....,,6
,,,,,,Live wires should be kept covered,,
29,2.7884,4.1541,10.3537,AW,02_03_07_08_11_12_,the....and garbage,,8
,,,,,,The hogs were fed chopped corn and garbage,,
30,2.5872,5.7045,14.8,TA,01_08_10_14_15_16_,the left.... will....for you,,8
,,,,,,The lamp shone with a steady green flame,,
31,2.6627,4.9085,7.3963,AW,03_09_10_11_12_13_,???,,8
,,,,,,We tried to replace the coin but failed,,
32,2.6332,3.9996,12.5353,AW,03_06_08_10_12_16_,the urge to write short stories is rare,,8
,,,,,,The urge to write short stories is rare,,
33,2.55,5.2649,7.4246,AW,01_07_08_13_14_16_,???,,7
,,,,,,Sickness kept him home the third week,,
34,3.0185,4.355,19.4903,TA,02_04_06_11_14_16_,the ...feet in the snow was the only sound,,11
,,,,,,The crunch of feet in the snow was the only sound,,
35,2.7471,5.5376,12.4812,TA,04_05_09_10_13_15_,the .... gives his wife....,,9
,,,,,,Let it burn it gives us warmth and comfort,,
36,2.3686,3.6416,10.7853,AW,04_08_09_10_12_14_,the dunes rose form the edge of the water,,9
,,,,,,The dune rose from the edge of the water,,
37,2.0788,3.3051,10.7206,AW,01_04_09_10_11_15_,here the .....is ten inches,,7
,,,,,,There the flood mark is ten inches,,
